,city,date_mutation,latitude,longitude,nombre_pieces_principales,surface_reelle_bati,surface_terrain,type_local,valeur_fonciere
0,1001,2016,46.149932,4.923241,6.0,123.0,989.0,Maison,217050.0
1,1001,2016,46.158143,4.92232,4.0,85.0,898.0,Maison,178000.0
2,1001,2017,46.145267,4.926677,4.0,100.0,2213.0,Maison,243300.0
3,1001,2018,46.133140999999995,4.92052,6.0,233.0,760.0,Maison,450000.0
4,1001,2014,46.150182,4.923844,4.0,108.0,1005.0,Maison,40000.0
5,1001,2016,46.140172,4.935353,2.0,86.0,2480.0,Maison,328000.0
6,1001,2018,46.153113,4.944245,2.0,42.0,130.0,Maison,85000.0
7,1001,2014,46.151463,4.923787,6.0,103.0,833.0,Maison,193000.0
8,1001,2016,46.131679999999996,4.928832,7.0,247.0,1924.0,Maison,314950.0
9,1001,2015,46.133421000000006,4.9257550000000005,5.0,97.0,1284.0,Maison,170500.0
10,1001,2018,46.151002000000005,4.923926,4.0,88.0,600.0,Maison,172000.0
11,1001,2017,46.148733,4.923703,5.0,108.0,693.0,Maison,170000.0
12,1001,2017,46.151187,4.922701999999999,4.0,92.0,957.0,Maison,170400.0
13,1001,2015,46.134499,4.925283,5.0,112.0,600.0,Maison,193000.0
14,1001,2014,46.150182,4.923844,4.0,108.0,1005.0,Maison,93000.0
15,1001,2016,46.151734999999995,4.924362,3.0,75.0,890.0,Maison,189000.0
16,1001,2017,46.156696999999994,4.9215349999999995,2.0,79.0,1220.0,Maison,80000.0
17,1001,2018,46.132888,4.927335,4.0,88.0,780.0,Maison,196450.0
18,1001,2014,46.146865000000005,4.924583999999999,7.0,150.0,500.0,Maison,272500.0
19,1001,2015,46.129711,4.93309,6,157.0,1115.0,Maison,149000.0
20,1001,2014,46.150052,4.923541,6.0,119.0,1087.0,Maison,186820.0
21,1001,2016,46.152664,4.9572959999999995,1.0,48.0,2727.0,Maison,145000.0
22,1001,2014,46.152592999999996,4.92296,6.0,136.0,1203.0,Maison,260000.0
23,1001,2015,46.158478,4.923011,3.0,75.0,1042.0,Maison,140000.0
24,1001,2018,46.133554,4.924134,2.0,100.0,214.0,Maison,169300.0
25,1001,2017,46.153191,4.944489,5.0,140.0,468.0,Maison,184000.0
26,1001,2015,46.133318,4.924207,5.0,92.0,313.0,Maison,161501.33
27,1001,2017,46.132647999999996,4.923888,2.0,60.0,800.0,Maison,90000.0
28,1001,2017,46.132663,4.9261919999999995,3.0,102.0,1017.0,Maison,239600.0
29,1001,2015,46.156696999999994,4.9215349999999995,2.0,79.0,1220.0,Maison,80000.0
30,1001,2017,46.134719,4.9246300000000005,4.0,96.0,500.0,Maison,209600.0
31,1001,2017,46.145267,4.926677,4.0,100.0,2213.0,Maison,240000.0
32,1001,2015,46.145267,4.926677,4.0,100.0,2213.0,Maison,215000.0
33,1001,2017,46.150290000000005,4.922948,4.0,122.0,621.0,Maison,236300.0
34,1001,2017,46.153323,4.944432,0.0,,526.0,D̩pendance,184000.0
35,1001,2015,46.149659,4.923466,5.0,98.0,983.0,Maison,217000.0
36,1001,2015,46.132888,4.927335,4.0,88.0,780.0,Maison,181000.0
37,1001,2017,46.131476,4.9370400000000005,5.0,250.0,3000.0,Maison,347500.0
38,1001,2015,46.152212,4.9251629999999995,8.0,149.0,1066.0,Maison,269000.0
39,1001,2014,46.149659,4.923466,5.0,98.0,983.0,Maison,198000.0
